LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
NLD,CCI,AMPLITUD,LTRENDIDX,M,1973-01,101.1073,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1973-02,101.0915,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1973-03,100.9628,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1973-04,100.747,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1973-05,100.6195,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1973-06,100.6493,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1973-07,100.8078,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1973-08,100.9398,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1973-09,101.0766,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1973-10,101.1858,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1973-11,101.035,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1973-12,100.5543,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1974-01,99.8689,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1974-02,99.5442,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1974-03,99.619,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1974-04,99.9304,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1974-05,100.1569,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1974-06,100.2151,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1974-07,100.1511,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1974-08,100.0823,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1974-09,100.0256,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1974-10,99.9657,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1974-11,99.9122,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1974-12,99.8418,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1975-01,99.7509,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1975-02,99.7268,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1975-03,99.6844,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1975-04,99.626,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1975-05,99.5662,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1975-06,99.4718,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1975-07,99.322,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1975-08,99.2025,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1975-09,99.1018,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1975-10,99.0302,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1975-11,99.1205,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1975-12,99.4641,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1976-01,100.0202,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1976-02,100.3903,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1976-03,100.4423,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1976-04,100.2938,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1976-05,100.1428,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1976-06,100.0616,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1976-07,100.0305,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1976-08,100.0181,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1976-09,100.0133,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1976-10,100.0371,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1976-11,100.1477,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1976-12,100.4167,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1977-01,100.8183,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1977-02,101.0783,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1977-03,101.0985,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1977-04,100.933,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1977-05,100.7674,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1977-06,100.6128,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1977-07,100.4712,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1977-08,100.3722,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1977-09,100.2783,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1977-10,100.1847,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1977-11,100.2122,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1977-12,100.4655,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1978-01,100.8877,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1978-02,101.1245,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1978-03,101.0464,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1978-04,100.7479,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1978-05,100.507,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1978-06,100.3766,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1978-07,100.3066,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1978-08,100.2749,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1978-09,100.239,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1978-10,100.1681,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1978-11,100.0788,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1978-12,99.9877,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1979-01,99.8835,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1979-02,99.8171,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1979-03,99.7706,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1979-04,99.7234,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1979-05,99.6986,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1979-06,99.6926,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1979-07,99.6994,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1979-08,99.7168,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1979-09,99.74,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1979-10,99.7434,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1979-11,99.6581,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1979-12,99.3683,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1980-01,98.9142,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1980-02,98.5465,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1980-03,98.2358,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1980-04,97.9231,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1980-05,97.7119,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1980-06,97.5911,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1980-07,97.5286,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1980-08,97.4735,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1980-09,97.4191,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1980-10,97.3398,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1980-11,97.2456,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1980-12,97.1433,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1981-01,97.0126,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1981-02,96.909,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1981-03,96.8576,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1981-04,96.8393,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1981-05,96.8422,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1981-06,96.8797,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1981-07,96.9878,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1981-08,97.0694,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1981-09,97.1403,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1981-10,97.2474,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1981-11,97.2802,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1981-12,97.2173,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1982-01,97.0938,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1982-02,97.0639,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1982-03,97.1711,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1982-04,97.3772,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1982-05,97.4559,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1982-06,97.3762,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1982-07,97.2238,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1982-08,97.0449,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1982-09,96.8806,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1982-10,96.7097,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1982-11,96.6129,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1982-12,96.5902,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1983-01,96.6573,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1983-02,96.7502,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1983-03,96.8946,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1983-04,97.1125,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1983-05,97.278,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1983-06,97.3714,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1983-07,97.4317,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1983-08,97.4628,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1983-09,97.4918,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1983-10,97.5378,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1983-11,97.5823,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1983-12,97.642,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1984-01,97.7238,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1984-02,97.7652,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1984-03,97.7883,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1984-04,97.859,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1984-05,97.9451,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1984-06,98.0821,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1984-07,98.2871,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1984-08,98.4216,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1984-09,98.4585,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1984-10,98.4656,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1984-11,98.5689,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1984-12,98.8271,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1985-01,99.2465,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1985-02,99.5231,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1985-03,99.6846,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1985-04,99.7785,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1985-05,99.8764,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1985-06,100.05,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1985-07,100.262,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1985-08,100.3811,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1985-09,100.4537,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1985-10,100.5612,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1985-11,100.665,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1985-12,100.7701,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1986-01,100.8924,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1986-02,100.9652,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1986-03,101.012,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1986-04,101.0262,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1986-05,101.1016,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1986-06,101.1351,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1986-07,101.0812,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1986-08,100.9898,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1986-09,100.8946,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1986-10,100.8577,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1986-11,100.8399,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1986-12,100.821,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1987-01,100.7819,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1987-02,100.7466,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1987-03,100.6925,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1987-04,100.6555,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1987-05,100.584,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1987-06,100.4706,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1987-07,100.3875,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1987-08,100.4353,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1987-09,100.5544,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1987-10,100.5365,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1987-11,100.4596,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1987-12,100.4114,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1988-01,100.3653,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1988-02,100.382,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1988-03,100.479,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1988-04,100.637,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1988-05,100.7265,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1988-06,100.7868,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1988-07,100.8654,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1988-08,100.9459,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1988-09,100.9992,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1988-10,101.1153,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1988-11,101.2615,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1988-12,101.3078,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1989-01,101.2933,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1989-02,101.2624,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1989-03,101.3026,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1989-04,101.3512,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1989-05,101.3913,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1989-06,101.4974,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1989-07,101.5948,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1989-08,101.6487,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1989-09,101.6724,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1989-10,101.686,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1989-11,101.7037,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1989-12,101.6737,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1990-01,101.5661,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1990-02,101.474,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1990-03,101.4382,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1990-04,101.4088,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1990-05,101.3759,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1990-06,101.3164,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1990-07,101.1678,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1990-08,100.911,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1990-09,100.6251,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1990-10,100.3545,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1990-11,100.1118,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1990-12,99.9356,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1991-01,99.7679,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1991-02,99.7596,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1991-03,99.8843,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1991-04,99.9459,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1991-05,99.9973,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1991-06,99.9715,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1991-07,99.8665,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1991-08,99.771,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1991-09,99.7097,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1991-10,99.6449,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1991-11,99.6433,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1991-12,99.658,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1992-01,99.648,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1992-02,99.6346,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1992-03,99.6637,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1992-04,99.737,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1992-05,99.8771,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1992-06,100.0777,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1992-07,100.2226,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1992-08,100.2984,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1992-09,100.2608,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1992-10,100.1128,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1992-11,99.9298,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1992-12,99.8194,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1993-01,99.8092,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1993-02,99.7449,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1993-03,99.5954,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1993-04,99.4702,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1993-05,99.3669,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1993-06,99.3683,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1993-07,99.4616,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1993-08,99.6556,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1993-09,99.8044,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1993-10,99.8619,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1993-11,99.9338,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1993-12,99.9367,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1994-01,99.9863,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1994-02,100.0881,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1994-03,100.2289,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1994-04,100.3814,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1994-05,100.4932,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1994-06,100.5348,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1994-07,100.5884,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1994-08,100.6768,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1994-09,100.7447,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1994-10,100.7711,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1994-11,100.7844,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1994-12,100.7763,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1995-01,100.8188,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1995-02,100.8949,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1995-03,100.892,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1995-04,100.8323,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1995-05,100.7929,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1995-06,100.7182,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1995-07,100.6833,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1995-08,100.7206,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1995-09,100.7727,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1995-10,100.8668,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1995-11,100.8626,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1995-12,100.7592,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1996-01,100.6283,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1996-02,100.4697,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1996-03,100.3075,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1996-04,100.289,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1996-05,100.3634,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1996-06,100.4305,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1996-07,100.5012,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1996-08,100.5373,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1996-09,100.6159,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1996-10,100.7517,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1996-11,100.8192,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1996-12,100.9351,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1997-01,101.1081,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1997-02,101.2293,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1997-03,101.3002,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1997-04,101.3587,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1997-05,101.3373,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1997-06,101.3351,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1997-07,101.356,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1997-08,101.3462,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1997-09,101.3626,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1997-10,101.3811,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1997-11,101.4344,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1997-12,101.5461,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1998-01,101.6181,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1998-02,101.6496,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1998-03,101.7123,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1998-04,101.7181,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1998-05,101.7459,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1998-06,101.7172,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1998-07,101.6158,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1998-08,101.3518,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1998-09,101.0162,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1998-10,100.7905,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1998-11,100.7758,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1998-12,100.8166,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1999-01,100.7752,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1999-02,100.7037,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1999-03,100.6609,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1999-04,100.7011,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1999-05,100.7518,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1999-06,100.8335,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1999-07,100.9375,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1999-08,101.11,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1999-09,101.3241,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1999-10,101.5202,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1999-11,101.6034,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1999-12,101.6967,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2000-01,101.7738,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2000-02,101.8142,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2000-03,101.8437,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2000-04,101.8351,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2000-05,101.785,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2000-06,101.7461,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2000-07,101.6763,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2000-08,101.655,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2000-09,101.6694,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2000-10,101.7071,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2000-11,101.6704,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2000-12,101.5391,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2001-01,101.3135,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2001-02,101.0742,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2001-03,100.8542,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2001-04,100.6772,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2001-05,100.5302,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2001-06,100.3398,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2001-07,100.2132,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2001-08,100.1102,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2001-09,100.04,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2001-10,99.999,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2001-11,100.1359,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2001-12,100.4146,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2002-01,100.7136,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2002-02,100.8185,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2002-03,100.7606,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2002-04,100.5695,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2002-05,100.3556,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2002-06,100.1465,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2002-07,99.9481,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2002-08,99.7525,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2002-09,99.5836,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2002-10,99.4796,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2002-11,99.3795,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2002-12,99.1795,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2003-01,98.9039,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2003-02,98.7639,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2003-03,98.748,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2003-04,98.822,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2003-05,98.9087,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2003-06,98.9323,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2003-07,98.9439,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2003-08,99.0393,
